a,a,a,a,a
0.005146027,1.80078125,0.666666667,2,1.010002136
0.003890991,1.6640625,2,2,1.055999756
0.008293152,1.927734375,1.333333333,2,1.050994873
0.016235352,1.87890625,1.333333333,1,1.072021484
0.004734039,1.6640625,2,2,1.151977539
0.007396698,1.6640625,2,2,1.020996094
0.003381729,1.86328125,2,2,1.01499939
0.007377625,1.8828125,0.666666667,2,1.003000259
0.001714706,1.67578125,1.333333333,2,1.058990479
0.002418518,1.86328125,2,2,0.983001709
0.007102966,1.6640625,0.666666667,2,1.035003662
0.017715454,1.671875,2,2,0.975997925
0.009635925,1.830078125,2,2,0.994998932
0.009231567,1.576171875,0,2,1.032012939
0.015403748,0,1.333333333,1,1.137939453
0.001554489,1.791992188,2,2,1.088989258
0.007255554,1.87890625,0.666666667,2,1.04598999
0.004180908,1.653320313,2,2,1.010002136
0.00667572,1.6640625,1.333333333,2,0.981002808
0.007648468,1.80078125,2,2,0.988998413
0.004489899,1.694335938,2,2,0.975006104
0.011909485,1.732421875,1.333333333,2,0.973999023
0.004695892,1.6640625,1.333333333,1,1.005001068
0.008247375,1.748046875,2,2,0.966003418
0.004611969,1.73828125,0.666666667,2,1.020996094
0.004463196,1.416015625,1.333333333,2,1.145019531
0.007453918,1.80078125,0.666666667,2,1.072021484
0.008888245,1.87890625,0.666666667,2,1.029998779
0.005588531,1.51953125,2,2,1.036010742
0.002649307,1.6640625,2,2,1.081970215
0.009620667,1.732421875,1.333333333,2,1.022994995
0.016708374,1.75390625,0.666666667,1,1.053985596
0.018737793,1.86328125,2,2,1.08001709
0.006214142,1.788085938,2,2,1.055999756
0.005241394,1.6640625,0.666666667,1,1.035003662
0.011451721,1.844726563,2,1,1.024002075
0.009658813,1.6640625,2,2,1.032989502
0.002189636,1.771484375,1.333333333,2,1.059997559
0.004146576,1.870117188,2,2,1.093017578
0.006591797,1.788085938,2,2,1.064025879
0.006736755,1.844726563,1.333333333,2,0.955993652
0.006072998,1.6640625,2,2,1.083984375
0.005214691,1.748046875,2,2,1.039001465
0.006427765,1.6640625,2,2,0.98500061
0.007534027,1.788085938,1.333333333,2,1.065002441
0.004024506,1.67578125,2,1,1.011001587
0.007183075,1.6640625,2,2,1.018005371
0.00566864,0,0,2,1.037994385
0.00831604,1.829101563,1.333333333,1,0.990997314
0.015930176,1.842773438,2,1,1.197998047
0.008850098,1.713867188,2,1,1.177978516
0.002994537,1.514648438,2,1,1.109008789
0.015869141,1.686523438,1.333333333,1,1.135009766
0.004585266,1.686523438,0.666666667,2,1.12902832
0.007881165,1.329101563,2,1,1.168945313
0.006759644,1.713867188,1.333333333,1,1.054992676
0.009750366,1.702148438,1.333333333,1,1.08001709
0.004737854,1.833007813,2,0,1.012001038
0.003669739,1.506835938,0.666666667,1,1.022994995
0.006919861,1.842773438,2,1,1.045013428
0.013999939,1.780273438,1.333333333,1,1.070007324
0.004981995,1.796875,1.333333333,2,1.04699707
0.005680084,1.515625,2,1,1.008003235
0.011611938,1.631835938,2,1,1.094970703
0.005683899,1.713867188,2,1,1.093017578
0.004940033,1.849609375,1.333333333,1,1.067016602
0.013114929,1.631835938,2,1,1.09197998
0.006599426,1.713867188,2,1,1.096008301
0.011520386,1.713867188,2,1,1.065979004
0.014274597,0,2,0,1.088012695
0.006725311,1.8046875,2,1,1
0.008361816,1.713867188,2,1,1.109985352
0.008918762,1.686523438,1.333333333,1,1.068969727
0.004440308,0,0,1,1.083984375
0.011741638,1.66796875,2,1,1.070007324
0.004646301,1.686523438,1.333333333,2,1.073974609
0.005111694,1.66796875,2,0,1.026000977
0.003095627,0,2,1,0.963989258
0.009361267,1.858398438,2,1,0.98399353
2,2,2,2,2
0.007400513,1.62109375,1.333333333,1,1.165039063
0.012641907,1.692382813,2,1,1.024002075
0.010040283,1.713867188,2,0,1.022003174
0.006713867,1.713867188,2,1,1.178955078
0.006565094,1.595703125,0.666666667,1,1.064025879
0.009559631,1.48828125,2,1,1.059997559
0.00611496,1.686523438,2,1,1.058990479
0.009819031,1.571289063,2,1,1.075012207
0.007190704,1.780273438,1.333333333,2,1.140014648
0.00321579,1.688476563,2,1,1.001000404
0.011558533,1.329101563,2,1,1.070007324
0.00195694,1.514648438,2,0,1.012001038
0.007217407,1.686523438,2,1,1.072021484
0.003868103,1.698242188,1.333333333,1,0.977996826
0.022155762,1.780273438,1.333333333,1,1.072998047
0.010070801,1.5859375,2,0,1.013999939
0.014472961,1.686523438,2,1,1.036987305
0.011146545,1.686523438,0.666666667,1,1.058013916
0.010574341,1.329101563,1.333333333,1,1.136962891
0.009399414,1.515625,2,1,1.036987305
0.008636475,1.701171875,0.666666667,1,1.041992188
0.005355835,1.686523438,2,1,1.072021484
0.005950928,1.848632813,1.333333333,1,1.024002075
0.010063171,1.842773438,1.333333333,0,1.013000488
0.008682251,1.686523438,2,1,1.040008545
0.005245209,1.686523438,2,1,1.109985352
0.004974365,1.780273438,2,1,1.117980957
0.009552002,1.78125,0.666666667,1,1.002000809
0.007381439,1.701171875,1.333333333,1,0.993999481
0.005249023,1.540039063,2,1,1.09197998
0.005805969,1.686523438,0.666666667,1,1.013999939
0.004871368,1.686523438,2,1,1.16796875
0.010414124,1.796875,2,1,1.009002686
0.010993958,1.592773438,0,1,1.036010742
0.002946854,0,1.333333333,2,0.993999481
0.004615784,1.62109375,2,1,1.029998779
0.008155823,1.842773438,0.666666667,1,1.055999756
0.007701874,1.536132813,2,1,1
0.011314392,1.686523438,1.333333333,1,1.16394043
0.004707336,1.701171875,2,1,1.022003174
0.006134033,1.579101563,2,1,1.139038086
0.006099701,1.713867188,1.333333333,1,1.061004639
0.002428055,1.686523438,1.333333333,2,1.178955078
0.018493652,1.631835938,2,1,1.182983398
0.013824463,1.780273438,0.666666667,1,1.07598877
0.006141663,1.329101563,1.333333333,1,0.972000122
0.006816864,1.701171875,0.666666667,1,0.977996826
0.007175446,1.80078125,0.666666667,1,0.957000732
0.006885529,1.515625,2,1,0.993999481
0.000902653,1.686523438,2,1,1.070007324
0.008636475,1.713867188,1.333333333,1,1.075012207
0.009155273,1.581054688,0.666666667,0,1.039001465
0.023010254,1.780273438,2,1,1.026000977
0.007865906,1.686523438,2,1,1.054992676
0.006576538,1.686523438,0.666666667,0,1.006000519
0.007209778,1.686523438,2,0,0.990997314
0.01259613,1.686523438,2,1,1.058013916
0.005393982,1.872070313,1.333333333,1,1.041992188
0.003040314,1.834960938,2,1,1.067016602
0.010398865,1.686523438,2,1,1.031005859
0.010932922,1.686523438,1.333333333,1,1.197021484
0.006660461,1.686523438,2,1,1.001000404
0.011054993,1.631835938,2,1,1.050994873
0.004230499,1.686523438,2,1,1.091003418
0.007740021,1.506835938,1.333333333,1,1.005001068
0.005065918,1.701171875,2,2,0.994998932
0.01663208,1.686523438,2,1,1.052001953
0.004833221,0,0,1,0.994998932
0.00774765,1.936523438,1.333333333,0,1.012001038
0.003904343,1.73046875,1.333333333,2,1.20300293
0.038208008,1.688476563,1.333333333,2,1.283935547
0.004379272,1.431640625,1.333333333,2,1.140014648
0.01651001,1.572265625,2,2,1.182006836
0.012428284,1.572265625,1.333333333,1,1.116027832
0.017959595,1.643554688,1.333333333,2,1.040985107
0.006015778,1.688476563,2,2,1.262939453
0.022033691,1.82421875,2,2,1.12298584
0.013847351,1.65234375,1.333333333,1,1.083984375
0.022445679,1.463867188,1.333333333,2,1.114013672
0.007396698,1.740234375,1.333333333,2,1.04800415
0.012886047,1.834960938,2,2,1.091003418
0.013130188,1.694335938,2,1,1.168945313
0.007354736,1.606445313,1.333333333,2,1.067993164
0.006652832,1.868164063,1.333333333,2,1.016998291
0.02243042,1.688476563,1.333333333,2,1.162963867
0.010025024,1.723632813,2,2,1.319091797
0.016601563,1.868164063,1.333333333,2,1.006000519
0.015151978,1.688476563,1.333333333,2,1.133056641
0.012214661,1.922851563,1.333333333,2,1.141967773
0.01991272,0,1.333333333,1,1.140991211
0.01096344,1.672851563,1.333333333,2,1.062011719
0.012710571,1.688476563,1.333333333,2,1.157958984
0.010452271,1.572265625,2,2,1.149047852
0.010116577,0,0.666666667,2,1.182006836
0.013275146,1.584960938,1.333333333,2,1.055999756
0.005558014,1.572265625,2,1,1.136962891
0.006851196,1.362304688,1.333333333,1,1.067993164
0.005821228,0,1.333333333,2,0.959991455
0.008628845,1.791992188,1.333333333,2,1.006999969
0.007400513,1.62109375,1.333333333,1,1.165039063
2,2,2,2,2
0.007534027,1.391601563,1.333333333,2,1.026000977
0.033630371,1.922851563,1.333333333,1,1.124023438
0.008804321,1.688476563,1.333333333,2,1.151977539
0.020736694,1.499023438,1.333333333,2,1.136962891
0.014854431,1.456054688,1.333333333,2,1.008003235
0.006984711,1.572265625,1.333333333,2,0.988998413
0.008071899,1.392578125,1.333333333,2,0.979003906
0.011611938,1.572265625,2,1,1.099975586
0.004669189,1.2890625,1.333333333,2,0.998999596
0.010276794,1.643554688,1.333333333,2,1.027999878
0.012664795,1.431640625,1.333333333,1,1.016998291
0.016494751,1.912109375,1.333333333,2,1.233032227
0.008102417,1.576171875,2,2,1.131958008
0.014137268,1.572265625,2,2,1.114990234
0.009597778,1.346679688,1.333333333,1,1.022003174
0.011489868,1.572265625,1.333333333,2,1.036987305
0.013893127,1.591796875,1.333333333,2,1.085021973
0.008331299,1.643554688,2,2,1.243041992
0.016204834,1.404296875,1.333333333,2,1.013999939
0.012840271,1.732421875,1.333333333,2,1.09197998
0.006652832,1.572265625,1.333333333,2,1.005001068
0.009765625,1.663085938,2,2,1.078979492
0.015472412,1.740234375,2,1,1.073974609
0.008964539,1.572265625,1.333333333,2,0.973007202
0.008674622,1.572265625,1.333333333,2,1.022994995
0.025634766,1.834960938,1.333333333,2,1.081970215
0.006614685,1.763671875,1.333333333,2,1.114990234
0.005802155,1.643554688,2,2,1.037994385
0.006069183,1.466796875,1.333333333,2,0.998999596
0.050384521,1.200195313,1.333333333,2,1.109985352
0.009010315,1.591796875,1.333333333,2,1.157958984
0.004920959,1.747070313,1.333333333,2,1.01600647
0.007152557,1.440429688,0.666666667,2,1.104003906
0.008651733,0,2,1,1.058990479
0.00692749,2,1.333333333,2,0.98399353
0.014518738,1.630859375,1.333333333,2,1.117980957
0.007404327,1.529296875,1.333333333,2,1.064025879
0.014625549,1.572265625,2,2,1.149047852
0.011787415,1.763671875,1.333333333,2,1.040008545
0.008651733,1.76171875,1.333333333,2,1
0.013793945,1.400390625,2,2,1.187011719
0.006755829,1.572265625,2,1,1.131958008
0.010421753,1.868164063,1.333333333,2,1.077026367
0.014015198,1.572265625,1.333333333,2,1.198974609
0.004314423,1.643554688,2,2,0.986000061
0.008659363,1.732421875,1.333333333,2,1.04800415
0.069519043,1.677734375,1.333333333,2,1.070983887
0.005111694,1.606445313,1.333333333,2,1.003000259
0.005653381,1.572265625,1.333333333,2,1.020996094
0.007537842,1.688476563,2,2,1.103027344
0.011535645,1.270507813,1.333333333,1,1.088012695
0.010238647,1.834960938,1.333333333,2,1.016998291
0.014480591,1.400390625,1.333333333,2,0.995998383
0.010269165,1.572265625,1.333333333,1,1.088989258
0.027511597,1.912109375,1.333333333,1,1.049987793
0.00831604,1.572265625,1.333333333,2,0.995998383
0.008331299,1.583984375,2,2,1.094970703
0.008232117,1.674804688,1.333333333,2,1.024993896
0.021408081,1.32421875,1.333333333,2,0.993000031
0.02204895,1.912109375,2,2,1.319091797
0.011802673,1.572265625,1.333333333,2,1.036987305
0.011619568,1.868164063,1.333333333,2,1.083984375
0.010002136,1.572265625,1.333333333,2,1.072998047
0.007728577,1.463867188,2,2,1.018005371
0.006706238,1.684570313,1.333333333,1,1.065002441
0.017333984,1.572265625,1.333333333,2,0.950012207
0.012199402,0,0.666666667,2,1.101989746
0.012336731,1.564453125,2,1,1.103027344
0.013931274,1.411132813,2,2,1.170043945
0.01361084,1.321289063,2,2,1.044006348
0.009056091,1.84765625,2,2,1.186035156
0.010391235,1.293945313,1.333333333,2,1.17199707
0.011741638,1.293945313,0.666666667,1,1.134033203
0.016983032,1.143554688,2,2,1.140014648
0.005695343,1.321289063,1.333333333,2,0.98500061
0.016174316,1.44921875,1.333333333,2,1.09197998
0.006443024,1.672851563,2,1,1.114013672
0.007282257,1.930664063,0.666666667,2,1.175048828
0.007713318,1.44921875,2,2,1.337890625
0.01247406,1.54296875,1.333333333,2,1.027999878
0.007827759,1.34765625,1.333333333,1,1.045013428
0.010467529,1.181640625,2,2,1.209960938
0.011962891,1.411132813,2,2,0.998999596
0.009979248,1.321289063,2,2,0.929992676
0.009765625,1.682617188,1.333333333,2,1.018005371
0.006916046,1.411132813,2,2,0.981002808
0.009773254,1.321289063,2,2,0.958007813
0.016647339,1.4765625,2,2,0.927978516
0.012390137,0,2,1,0.959014893
0.006832123,1.697265625,2,2,1.037994385
0.006649017,1.321289063,2,2,0.950012207
0.007667542,1.293945313,1.333333333,2,1.081970215
0.007358551,0,0,2,1.045013428
0.013526917,1.208984375,2,2,1.323974609
0.007698059,1.293945313,1.333333333,1,1.093017578
0.008407593,1.018554688,2,1,1.310058594
0.010154724,0,2,2,1.075012207
0.013221741,1.795898438,2,2,1.067016602
0.012641907,1.424804688,2,1,1.024002075
0.007534027,1.391601563,1.333333333,2,1.026000977
2,2,2,2,2
0.017913818,1.4765625,2,1,1.020004272
0.013175964,1.321289063,2,2,0.95401001
0.017868042,1.77734375,0.666666667,2,1.152954102
0.017150879,1.676757813,2,2,1.204956055
0.008163452,1.293945313,2,2,1.106018066
0.016998291,1.758789063,2,2,1.250976563
0.010360718,1.38671875,1.333333333,1,1.003000259
0.008522034,1.752929688,2,2,1.032989502
0.009552002,1.143554688,2,2,0.963012695
0.004627228,1.84765625,2,1,1.031005859
0.010231018,1.462890625,2,2,1.013999939
0.007434845,1.389648438,1.333333333,2,1.04598999
0.018844604,1.38671875,1.333333333,2,1.042999268
0.016326904,1.908203125,2,1,1.053009033
0.015281677,1.293945313,2,2,1.306884766
0.011833191,1.317382813,0.666666667,2,1.009002686
0.016967773,1.143554688,1.333333333,2,1.053009033
0.013641357,1.181640625,2,2,1.192016602
0.017715454,1.466796875,0.666666667,2,1.152954102
0.012199402,1.293945313,2,2,1.354980469
0.031082153,1.72265625,1.333333333,2,1.026992798
0.019515991,1.44921875,1.333333333,1,1.170043945
0.010215759,1.293945313,2,2,1.224975586
0.019104004,1.293945313,2,2,1.042999268
0.00680542,1.54296875,2,2,0.973999023
0.02482605,1.799804688,0.666666667,2,1.01600647
0.008354187,1.310546875,1.333333333,2,1.008003235
0.006748199,1.973632813,2,2,1.067993164
0.012756348,1.750976563,0.666666667,2,1.116027832
0.006252289,1.317382813,2,2,0.967010498
0.011871338,1.499023438,2,2,1.188964844
0.015869141,1.197265625,0,2,0.977005005
0.007911682,0,1.333333333,1,1.026000977
0.002298355,1.391601563,2,2,1.078979492
0.018310547,1.44921875,0.666666667,2,1.098022461
0.025634766,1.903320313,2,2,1.042999268
0.020324707,1.293945313,1.333333333,2,1.022994995
0.010810852,1.46484375,2,2,1.022994995
0.012084961,1.399414063,2,2,1.016998291
0.007827759,1.778320313,1.333333333,2,1.04598999
0.007610321,1.293945313,1.333333333,1,0.998999596
0.010154724,1.411132813,2,2,1.042999268
0.01574707,1.38671875,0.666666667,2,1.101013184
0.002746582,1.143554688,1.333333333,2,0.983001709
0.090942383,1.466796875,0.666666667,2,1.029006958
0.011474609,1.698242188,0.666666667,2,1.044006348
0.012458801,1.181640625,2,2,1.059997559
0.008308411,1.293945313,2,2,1.263916016
0.003425598,1.321289063,1.333333333,2,1.018005371
0.012107849,1.709960938,0.666666667,1,1.036010742
0.016693115,1.54296875,2,2,1.086975098
0.016784668,1.90625,2,2,1.114013672
0.013511658,1.293945313,0.666666667,1,1.049987793
0.010375977,1.462890625,2,1,0.95401001
0.042236328,1.293945313,2,2,1.311035156
0.019515991,1.6015625,1.333333333,2,1.027999878
0.012573242,1.64453125,2,2,1.125
0.027618408,1.873046875,2,2,1.209960938
0.013923645,1.462890625,1.333333333,2,1.022994995
0.012924194,1.293945313,2,2,1.261962891
0.015930176,1.411132813,2,2,1.173950195
0.01789856,1.293945313,2,2,1.145996094
0.036895752,1.930664063,1.333333333,2,1.064025879
0.01058197,1.30859375,2,1,1.045013428
0.023223877,1.293945313,2,2,1.25
0.005771637,0,0,2,0.990997314
0.016418457,1.38671875,1.333333333,1,0.991996765
0.014640808,1.787109375,2,1,1.168945313
0.023529053,1.791992188,2,1,1.235961914
0.010505676,1.548828125,2,1,1.04699707
0.017471313,1.71484375,1.333333333,1,1.090026855
0.012290955,1.71484375,0.666666667,0,1.103027344
0.011329651,1.5546875,2,1,0.963012695
0.016937256,1.791992188,1.333333333,1,1.25
0.018676758,1.922851563,1.333333333,1,1.085998535
0.01663208,1.774414063,2,2,1.155029297
0.012191772,1.6015625,0.666666667,1,1.039001465
0.011238098,1.922851563,2,1,1.096008301
0.023101807,1.922851563,1.333333333,1,1.150024414
0.01109314,1.768554688,1.333333333,0,1.128051758
0.011108398,1.534179688,2,1,1.130004883
0.011505127,1.787109375,2,1,1.033996582
0.015007019,1.791992188,2,1,1.090026855
0.026794434,1.814453125,1.333333333,1,1.279052734
0.016952515,1.787109375,2,1,1.020996094
0.022994995,1.791992188,2,1,1.070007324
0.018493652,2,2,1,1.090026855
0.019256592,0,2,2,1.091003418
0.018936157,1.80859375,2,1,1.078979492
0.01448822,1.791992188,2,1,1.09197998
0.017196655,1.71484375,1.333333333,1,1.080993652
0.016784668,0,0,1,1.044006348
0.011604309,1.666992188,2,1,0.98500061
0.009620667,1.71484375,1.333333333,0,1.098999023
0.011497498,1.423828125,2,2,1.111999512
0.011177063,0,2,1,0.98399353
0.012054443,1.856445313,2,1,1.055999756
0.010040283,1.713867188,2,0,1.022003174
0.033630371,1.922851563,1.333333333,1,1.124023438
0.017913818,1.4765625,2,1,1.020004272
2,2,2,2,2
0.013412476,1.791992188,2,1,0.996999741
0.019439697,1.596679688,0.666666667,1,0.989997864
0.01701355,1.59375,2,1,0.995998383
0.007442474,1.71484375,2,1,1.045013428
0.014228821,1.516601563,2,1,1.037994385
0.019622803,1.71484375,1.333333333,0,1.136962891
0.009178162,1.435546875,2,1,0.970001221
0.01322937,1.5546875,2,1,0.986000061
0.010551453,1.548828125,2,2,0.958007813
0.031921387,1.922851563,2,1,1.162963867
0.010787964,1.662109375,1.333333333,1,1.240966797
0.01789856,1.71484375,1.333333333,1,1.156005859
0.016235352,1.435546875,2,2,0.979995728
0.022506714,1.71484375,2,1,0.966003418
0.031143188,1.727539063,0.666666667,1,1.004001617
0.009132385,1.5546875,1.333333333,1,0.967987061
0.012863159,1.534179688,2,1,1.049987793
0.01423645,1.830078125,0.666666667,1,1.027999878
0.00994873,1.71484375,2,1,0.983001709
0.010604858,1.75,1.333333333,1,1.126953125
0.020736694,1.922851563,1.333333333,2,1.026992798
0.010871887,1.71484375,2,1,1.068969727
0.009185791,1.71484375,2,1,1.04800415
0.017913818,1.922851563,2,1,1.182006836
0.025848389,1.8359375,0.666666667,1,1.119018555
0.009941101,1.71484375,1.333333333,1,1.122009277
0.01411438,1.58203125,2,1,0.991996765
0.015716553,1.71484375,0.666666667,1,0.991996765
0.006103516,1.727539063,2,1,1.001000404
0.011024475,1.909179688,2,1,0.98399353
0.014068604,1.501953125,0,1,1.031005859
0.012672424,0,1.333333333,0,1.042999268
0.005081177,1.922851563,2,1,1.045013428
0.019851685,1.732421875,0.666666667,1,0.994998932
0.012168884,1.609375,2,1,1.124023438
0.016616821,1.71484375,1.333333333,1,0.95300293
0.01763916,1.885742188,2,1,1.04598999
0.015480042,1.825195313,2,1,0.916992188
0.023910522,1.54296875,1.333333333,1,1.12298584
0.010437012,1.71484375,1.333333333,0,0.988998413
0.02230835,1.787109375,2,1,1.04800415
0.027633667,1.71484375,0.666666667,1,0.991996765
0.007919312,1.5546875,1.333333333,1,1.058013916
0.030166626,1.830078125,0.666666667,1,1.067993164
0.023803711,1.75390625,0.666666667,1,1.111022949
0.01574707,1.534179688,2,1,1.073974609
0.012405396,1.71484375,2,1,0.991996765
0.010902405,1.791992188,1.333333333,1,0.968994141
0.022949219,1.419921875,0.666666667,2,1.07800293
0.014045715,1.922851563,2,1,1.137939453
0.010360718,1.54296875,2,1,0.937988281
0.017150879,1.71484375,0.666666667,2,1.045013428
0.476318359,1.922851563,2,2,1.546875
0.017730713,1.71484375,2,1,0.993999481
0.011268616,1.711914063,1.333333333,1,1.086975098
0.003322601,1.765625,2,1,0.991996765
0.017745972,1.922851563,2,1,1.065002441
0.013076782,1.922851563,1.333333333,1,1.018005371
0.01651001,1.71484375,2,1,0.991996765
0.020767212,1.787109375,2,1,1.106994629
0.011222839,1.71484375,2,1,0.949005127
0.011131287,1.6015625,1.333333333,1,1.068969727
0.011260986,1.71484375,2,0,1.020004272
0.016586304,1.71484375,2,1,0.968994141
0.027603149,0,0,1,1.020996094
0.029922485,1.666015625,1.333333333,2,1.159057617
0.0050354,1.553710938,2,2,1.269042969
0.021835327,2,2,2,1.301025391
0.01322937,1.548828125,2,2,1.140014648
0.008216858,1.883789063,1.333333333,2,1.042999268
0.011940002,1.883789063,0.666666667,1,0.986000061
0.00894928,1.33203125,2,2,1.215942383
0.004238129,2,1.333333333,2,1.058013916
0.023986816,1.694335938,1.333333333,2,0.945007324
0.010665894,1.685546875,2,1,0.981994629
0.00528717,1.4765625,0.666666667,2,0.991996765
0.006549835,1.641601563,2,2,0.95300293
0.006401062,1.704101563,1.333333333,2,0.942993164
0.00334549,1.8671875,1.333333333,1,0.932983398
0.007602692,1.767578125,2,2,0.946014404
0.005760193,1.680664063,2,2,1.151977539
0.010177612,2,2,2,1.181030273
0.009811401,1.7109375,1.333333333,2,1.062011719
0.005779266,1.680664063,2,2,1.131958008
0.009689331,2,2,2,1.193969727
0.014678955,1.791992188,2,2,1.180053711
0.012413025,0,2,1,1.175048828
0.008720398,1.705078125,2,2,0.937988281
0.013290405,2,2,2,1.180053711
0.009552002,1.883789063,1.333333333,2,0.986000061
0.004894257,0,0,2,1.013999939
0.007377625,1.435546875,2,2,0.981002808
0.004470825,1.883789063,1.333333333,1,0.975997925
0.009559631,1.500976563,2,1,0.942993164
0.006446838,0,2,2,1.005001068
0.004737854,1.732421875,2,2,0.922973633
0.006713867,1.713867188,2,1,1.178955078
0.008804321,1.883789063,1.333333333,2,1.151977539
0.013175964,1.321289063,2,2,0.95401001
0.013412476,1.791992188,2,1,0.996999741
2,2,2,2,2
0.011360168,1.518554688,0.666666667,2,0.981002808
0.009361267,1.747070313,2,2,1.001000404
0.009109497,1.883789063,2,2,0.960998535
0.009056091,1.413085938,2,2,0.962005615
0.008346558,1.883789063,1.333333333,1,0.963012695
0.003486633,1.435546875,2,2,1.070007324
0.022003174,1.33203125,2,2,1.297119141
0.005935669,1.548828125,2,1,1.055999756
0.009292603,1.704101563,2,2,1.25390625
0.006732941,1.78515625,1.333333333,2,0.994998932
0.01322937,1.883789063,1.333333333,2,0.966003418
0.005626678,1.280273438,2,1,1.070007324
0.01335144,1.883789063,2,2,0.946014404
0.01739502,1.883789063,0.666666667,2,1.005001068
0.008049011,1.33203125,1.333333333,2,1.032989502
0.019699097,1.73828125,2,2,0.949005127
0.008979797,1.673828125,0.666666667,2,0.95300293
0.00958252,1.883789063,2,2,0.983001709
0.005905151,1.646484375,1.333333333,2,0.927978516
0.011245728,1.641601563,1.333333333,1,0.938995361
0.009506226,1.883789063,2,2,0.938995361
0.007850647,1.883789063,2,2,1.144042969
0.010681152,1.704101563,2,2,1.04598999
0.008583069,1.747070313,0.666666667,2,0.972000122
0.006965637,1.7734375,1.333333333,2,0.963012695
0.00831604,1.45703125,2,2,1.064025879
0.006309509,1.390625,0.666666667,2,0.957000732
0.020446777,1.883789063,2,2,1.139038086
0.012153625,1.752929688,2,2,0.986999512
0.00736618,1.680664063,0,2,1.01600647
0.00459671,0,1.333333333,1,1.005001068
0.004371643,1.883789063,2,2,0.946990967
0.009078979,1.576171875,0.666666667,2,0.988998413
0.008499146,1.504882813,2,2,0.975997925
0.011817932,1.883789063,1.333333333,2,1.026992798
0.006656647,1.73046875,2,2,0.989997864
0.01398468,1.639648438,2,2,1.222045898
0.010856628,1.54296875,1.333333333,2,1.126953125
0.005069733,1.883789063,1.333333333,1,1.131958008
0.009559631,1.680664063,2,2,1.293945313
0.009681702,1.883789063,0.666666667,2,0.998999596
0.005050659,1.33203125,1.333333333,2,0.935974121
0.006858826,1.673828125,0.666666667,2,0.937011719
0.01084137,1.684570313,0.666666667,2,0.975997925
0.008522034,1.767578125,2,2,0.931030273
0.00434494,1.883789063,2,2,0.941986084
0.003826141,2,1.333333333,2,1.018005371
0.008804321,1.419921875,0.666666667,1,0.950012207
0.017440796,1.704101563,2,2,0.927978516
0.008460999,1.38671875,2,2,0.981002808
0.008132935,1.883789063,0.666666667,1,0.960998535
0.011108398,1.704101563,2,1,0.950012207
0.008415222,1.883789063,2,2,0.942993164
0.001485825,1.711914063,1.333333333,2,0.955993652
0.001667023,1.662109375,2,2,1.013999939
0.014083862,1.2265625,2,2,0.934997559
0.016220093,1.704101563,1.333333333,2,1.117980957
0.012695313,1.883789063,2,2,0.957000732
0.005596161,1.680664063,2,2,0.959991455
0.015472412,1.883789063,2,2,1.058013916
0.009643555,1.4765625,1.333333333,2,0.932983398
0.005851746,1.84765625,2,1,0.947998047
0.007724762,1.883789063,2,2,0.963012695
0.00528717,0,0,2,0.991996765
0.009132385,1.666015625,1.333333333,1,0.986000061
0.007919312,1.483398438,0.666666667,2,1.099975586
0.015090942,1.518554688,0.666666667,2,1.08001709
0.01789856,1.814453125,0.666666667,2,1.109985352
0.010604858,1.515625,1.333333333,2,1.278076172
0.015716553,1.515625,2,1,1.293945313
0.013908386,1.212890625,0.666666667,2,1.104980469
0.007270813,1.518554688,1.333333333,2,1.093994141
0.078430176,1.640625,1.333333333,2,1.246948242
0.014732361,1.71484375,0.666666667,1,1.070007324
0.210693359,1.821289063,2,2,1.468017578
0.011260986,1.615234375,0.666666667,2,1.128051758
0.012947083,1.600585938,1.333333333,2,1.083007813
0.018539429,1.571289063,1.333333333,1,1.114013672
0.014564514,1.41796875,0.666666667,2,1.094970703
0.010993958,1.444335938,0.666666667,2,0.959014893
0.014396667,1.518554688,0.666666667,2,1.013999939
0.008850098,1.649414063,1.333333333,2,1.140014648
0.008583069,1.444335938,0.666666667,2,0.960998535
0.019058228,1.518554688,0.666666667,2,1.009002686
0.018356323,1.596679688,0.666666667,2,1.002000809
0.026992798,0,0.666666667,1,1.016998291
0.011108398,1.682617188,0.666666667,2,1.04598999
0.012878418,1.518554688,0.666666667,2,1.013000488
0.006584167,1.515625,1.333333333,2,1.182006836
0.011894226,0,1.333333333,2,1.269042969
0.012145996,1.333984375,0.666666667,2,1.177978516
0.007858276,1.515625,1.333333333,1,1.239990234
0.011009216,1.239257813,0.666666667,1,1.254882813
0.00907135,0,0.666666667,2,1.005001068
0.007850647,1.625976563,0.666666667,2,1.013999939
0.006565094,1.595703125,0.666666667,1,1.064025879
0.020736694,1.499023438,1.333333333,2,1.136962891
0.017868042,1.77734375,0.666666667,2,1.152954102
0.019439697,1.596679688,0.666666667,1,0.989997864
0.011360168,1.518554688,0.666666667,2,0.981002808
2,2,2,2,2
0.013450623,1.616210938,0.666666667,2,1.101989746
0.006645203,1.515625,0.666666667,2,1.054992676
0.021560669,1.84375,0.666666667,2,1.081970215
0.014404297,1.5234375,1.333333333,1,1.065979004
0.012077332,1.811523438,0.666666667,2,0.959991455
0.010574341,1.212890625,0.666666667,2,0.970001221
0.015045166,1.814453125,0.666666667,1,0.95300293
0.00945282,1.521484375,0.666666667,2,1.024002075
0.0063591,1.487304688,1.333333333,2,1.050994873
