Candide,"{'Picaresque novel', 'Satire', 'Bildungsroman'}","{'Family', 'Adventure', 'Comedy', 'Drama'}"
Tuck Everlasting,"{'Speculative fiction', 'Fiction', 'Fantasy', 'Romance novel', ""Children's literature""}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
Christine,"{'Speculative fiction', 'Horror'}","{'Fantasy', 'Sci-Fi', 'Horror'}"
"Rich Dad, Poor Dad","{'Speculative fiction', 'Horror'}","{'Fantasy', 'Sci-Fi', 'Horror'}"
"Silence (Hush, Hush, #3)",{'Historical fiction'},{'History'}
The Magicians (The Magicians #1),"{'Fantasy', 'High fantasy'}","{'Adventure', 'Fantasy'}"
"A Great and Terrible Beauty (Gemma Doyle, #1)","{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Bourne Supremacy (Jason Bourne, #2)","{'Fiction', 'Suspense', 'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Easy (Contours of the Heart, #1)","{'Hardboiled', 'Crime Fiction'}","{'Mystery', 'Adult', 'Thriller', 'Crime'}"
David Copperfield,"{'Künstlerroman', 'Fiction', 'Novel'}","{'Fantasy', 'Adventure', 'Biography', 'Sci-Fi'}"
The Absolutely True Diary of a Part-Time Indian,"{'Young adult literature', ""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Master and Margarita,"{'Speculative fiction', 'Farce', 'Romance novel', 'Satire', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Comedy', 'Romance', 'Fantasy', 'Drama'}"
"A Wizard of Earthsea (Earthsea Cycle, #1)","{""Children's literature"", 'Speculative fiction', 'Fantasy', 'Fiction', 'Bildungsroman'}","{'Family', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Because of Winn-Dixie,"{'Young adult literature', ""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
A Separate Peace,"{'Fiction', 'Young adult literature', 'Novel', ""Children's literature"", 'Bildungsroman'}","{'Family', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Don Quixote,"{'Psychological novel', 'Fiction', 'Picaresque novel', 'Farce', 'Parody', 'Satire', ""Children's literature""}","{'Adventure', 'Sci-Fi', 'Comedy', 'Fantasy', 'Drama'}"
"Assassin's Apprentice (Farseer Trilogy, #1)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)","{'Speculative fiction', 'Humour', 'Comic science fiction', 'Fiction', 'Science Fiction'}","{'Sci-Fi', 'Adventure', 'Fantasy', 'Comedy'}"
"Torment (Fallen, #2)",{},{}
The Tale of Peter Rabbit,"{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Silver Chair (Chronicles of Narnia, #4)","{'Fantasy', 'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Hero of Ages (Mistborn, #3)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"Girl, Interrupted",{'Memoir'},{'Biography'}
Jonathan Livingston Seagull,"{'Speculative fiction', 'Spirituality', 'Self-help', 'Novella', 'Fiction'}","{'Documentary', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Cell,"{'Speculative fiction', 'Suspense', 'Horror', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
The Silmarillion (Middle-Earth Universe),"{'Fantasy', 'Speculative fiction', 'Alternate history'}","{'History', 'Fantasy', 'Sci-Fi'}"
"The Drawing of the Three (The Dark Tower, #2)","{'Speculative fiction', 'Fiction', 'Fantasy', 'Western fiction', ""Children's literature"", 'Science Fiction', 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Western', 'Fantasy'}"
The Trial,"{'Absurdist fiction', 'Fiction', 'Novel'}","{'Mystery', 'Adventure', 'Fantasy', 'Sci-Fi'}"
This Lullaby,"{'Satire', 'Speculative fiction', 'Horror', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Comedy', 'Fantasy', 'Drama'}"
Plain Truth,"{'Mystery', 'Suspense', 'Novel', 'Fiction', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Orange Is the New Black,"{'Speculative fiction', 'Fiction', 'Novella', 'Satire', 'Utopian and dystopian fiction', 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Comedy', 'Fantasy', 'Drama'}"
The Hound of the Baskervilles,"{'Detective fiction', 'Mystery', 'Novel', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"The Mists of Avalon (Avalon, #1)","{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Are You There God? It's Me, Margaret",{'Young adult literature'},{'Adventure'}
Nights in Rodanthe,"{'Romance novel', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
"All Together Dead (Sookie Stackhouse, #7)","{'Fantasy', 'Romance novel', 'Mystery', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
Midwives,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Polar Express,"{""Children's literature"", 'Picture book', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The True Story of the 3 Little Pigs,"{'Suspense', 'Fiction', 'Mystery', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Patriot Games (Jack Ryan Universe, #2)","{""Children's literature"", 'Thriller', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Veronika Decides to Die,{},{}
"Dead as a Doornail (Sookie Stackhouse, #5)","{'Fantasy', 'Romance novel', 'Mystery', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
Starship Troopers,"{'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Sophie's World,{'Speculative fiction'},"{'Fantasy', 'Sci-Fi'}"
Heidi,"{""Children's literature""}","{'Adventure', 'Fantasy'}"
Prey,"{'Speculative fiction', 'Mystery', 'Fiction', 'Suspense', 'Techno-thriller', 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"The Last Battle (Chronicles of Narnia, #7)","{'Fantasy', 'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"World Without End (The Kingsbridge Series, #2)","{'Fiction', 'Suspense', 'Thriller', 'Historical fiction'}","{'Adventure', 'History', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Beastly (Beastly, #1; Kendra Chronicles, #1)","{'Speculative fiction', 'Fantasy', 'Thriller', 'Young adult literature', 'Urban fantasy'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Baby Proof,"{'Fantasy', 'Speculative fiction', 'Horror', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
"Inheritance (The Inheritance Cycle, #4)",{'Fantasy'},{'Fantasy'}
1Q84,{'Alternate history'},{'History'}
Uncle Tom's Cabin,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Definitely Dead (Sookie Stackhouse, #6)","{'Fantasy', 'Romance novel', 'Mystery', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
Blindness,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Freedom,{},{}
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",{'Young adult literature'},{'Adventure'}
The Corrections,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Congo,"{'Speculative fiction', 'Fiction', 'Lost World', 'Adventure novel', 'Suspense', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
Breakfast at Tiffany's,"{'Novella', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Passage (The Passage, #1)","{'Fiction', 'Fantasy', 'Apocalyptic and post-apocalyptic fiction', 'Epic Science Fiction and Fantasy', 'New York Times Best Seller list', 'Dystopia', 'Vampire fiction', 'Utopian and dystopian fiction', 'Science Fiction', 'Horror'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
Anansi Boys,"{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Along for the Ride,{'Young adult literature'},{'Adventure'}
The House of the Spirits,"{'Fantasy', 'Magic realism', 'Autobiographical novel', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Biography', 'Sci-Fi'}"
The Dead Zone,"{""Children's literature"", 'Mystery', 'Horror', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
"The Mysterious Affair at Styles (Hercule Poirot, #1)","{'Mystery', 'Suspense', 'Reference', 'Fiction', 'Crime Fiction'}","{'Adventure', 'History', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy', 'Documentary'}"
"Murder on the Orient Express (Hercule Poirot, #10)",{'Crime Fiction'},"{'Thriller', 'Crime'}"
Firestarter,"{'Speculative fiction', 'Mystery', 'Fiction', 'Thriller', ""Children's literature"", 'Science Fiction', 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Little House in the Big Woods (Little House, #1)","{'Western', ""Children's literature"", 'Fiction'}","{'Western', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Jonathan Strange & Mr Norrell,"{'Fantasy', 'Speculative fiction', 'Historical novel', 'Alternate history'}","{'History', 'Fantasy', 'Sci-Fi', 'War'}"
A Bend in the Road,{'Dystopia'},{'Sci-Fi'}
"Gone (Gone, #1)","{'Fiction', 'Novel', 'Historical fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
On Writing: A Memoir of the Craft,{'Autobiography'},{'Biography'}
Sphere,"{'Speculative fiction', ""Children's literature"", 'Mystery', 'Fiction', 'Novel', 'Techno-thriller', 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"The Vampire Lestat (The Vampire Chronicles, #2)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Horror', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
Twenty Thousand Leagues Under the Sea,"{""Children's literature"", 'Adventure novel', 'Scientific romance', 'Novel', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Romance'}"
"The Constant Princess (The Plantagenet and Tudor Novels, #6)","{'Speculative fiction', 'Fiction', 'Fantasy', 'Romance novel', ""Children's literature""}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
Mrs. Dalloway,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Bag of Bones,"{'Speculative fiction', 'Mystery', 'Suspense', 'Novel', 'Fiction', 'Horror', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
Thinner,"{'Speculative fiction', 'Horror', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
Around the World in Eighty Days,"{""Children's literature"", 'Adventure novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Walk Two Moons,"{'Young adult literature', ""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Eleven Minutes,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Unwind (Unwind, #1)","{'Biopunk', 'Science Fiction', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
King Lear,"{'Biopunk', 'Science Fiction', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
Death of a Salesman,"{'Speculative fiction', 'Mystery', 'Fiction', 'Adventure novel', 'Spy fiction', 'Thriller', 'Suspense', ""Children's literature""}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
The Sound and the Fury,"{'Fiction', ""Children's literature"", 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
"The Shadow Rising (Wheel of Time, #4)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
Shantaram,"{'Biography', 'Suspense', 'True crime', 'Novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Biography', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"From Dead to Worse (Sookie Stackhouse, #8)","{'Fantasy', 'Romance novel', 'Mystery', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
"The Waste Lands (The Dark Tower, #3)","{'Speculative fiction', 'Fantasy', 'Fiction', 'Science Fiction', 'Horror'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
"Hyperion (Hyperion Cantos, #1)","{'Speculative fiction', 'Novel', 'Space opera', 'Fiction', 'Science Fiction', 'Science fantasy'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Pearl,"{'Novella', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Exorcist,"{'Speculative fiction', 'Science Fiction', 'Horror', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)","{'Fantasy', 'Young adult literature'}","{'Adventure', 'Fantasy'}"
Snow Falling on Cedars,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Roots: The Saga of an American Family,"{'Autobiographical novel', 'Novel', 'Biography', 'Autobiography'}","{'Fantasy', 'Adventure', 'Biography', 'Sci-Fi'}"
Invisible Man,"{'Albino bias', 'Speculative fiction', 'Fiction', 'Science', 'Scientific romance', 'Novel', ""Children's literature"", 'Science Fiction', 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Romance', 'Fantasy', 'Documentary'}"
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Lamb: The Gospel According to Biff, Christ's Childhood Pal","{'Speculative fiction', 'Mystery', 'Comedy', 'Humour', 'Adventure novel', 'Comic fantasy', 'Absurdist fiction', 'Adventure'}","{'Adventure', 'Sci-Fi', 'Comedy', 'Mystery', 'Thriller', 'Fantasy'}"
The Power of Now: A Guide to Spiritual Enlightenment,"{'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Let's Pretend This Never Happened: A Mostly True Memoir,"{'Transgender and transsexual fiction', 'Fiction', 'Novel'}","{'Adult', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Lies of Locke Lamora (Gentleman Bastard, #1)","{'Fantasy', 'Speculative fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Sabriel (Abhorsen,  #1)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Dead and Gone (Sookie Stackhouse, #9)","{'Fantasy', 'Romance novel', 'Mystery', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
The Storyteller,{},{}
"Life, the Universe and Everything (Hitchhiker's Guide, #3)","{'Speculative fiction', 'Fantasy', 'Humour', 'Comic science fiction', 'Fiction', 'Science Fiction'}","{'Sci-Fi', 'Adventure', 'Fantasy', 'Comedy'}"
Half Broke Horses,{'Memoir'},{'Biography'}
"Mort (Death, #1; Discworld, #4)","{'Fantasy', 'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Lonesome Dove,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Ender's Shadow (Ender's Shadow, #1)","{'Speculative fiction', 'Science Fiction'}","{'Fantasy', 'Sci-Fi'}"
Twenties Girl,"{'Comedy', 'Chick lit'}","{'Comedy', 'Romance'}"
Schindler's List,"{'Fiction', 'Biographical novel', 'Historical novel'}","{'Adventure', 'History', 'Sci-Fi', 'Biography', 'War', 'Fantasy'}"
The Bluest Eye,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The White Queen (The Plantagenet and Tudor Novels, #2)",{},{}
Shutter Island,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Republic,{'Historical novel'},"{'History', 'War'}"
The Hunchback of Notre-Dame,"{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
A Fine Balance,"{'Fiction', 'Historical novel'}","{'Adventure', 'History', 'Sci-Fi', 'War', 'Fantasy'}"
"Specials (Uglies, #3)","{'Romance novel', 'Mystery', 'Crime Fiction', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Crime'}"
The Awakening,"{'Novella', 'Romance novel', 'Reference', 'Novel', 'Fiction'}","{'Adventure', 'History', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy', 'Documentary'}"
For One More Day,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Falling Up,{'Crime Fiction'},"{'Thriller', 'Crime'}"
Trainspotting,"{'Travel', 'Speculative fiction', 'Novel', 'Fiction'}","{'Documentary', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Foundation and Empire (Foundation #2),"{'Speculative fiction', 'Science Fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
House Rules,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,"{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Doctor Sleep (The Shining, #2)",{},{}
About a Boy,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Watchers,"{'Speculative fiction', 'Fiction', 'Suspense', ""Children's literature"", 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
The Tempest,"{'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Burned (House of Night, #7)","{'Young adult literature', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Wizard and Glass (The Dark Tower, #4)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction', 'Horror'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
Brave New World / Brave New World Revisited,"{""Children's literature"", 'Speculative fiction', 'Fiction', 'Dystopia', 'Utopian and dystopian fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)","{'Speculative fiction', 'Fantasy', 'Young adult literature', 'Vampire fiction', 'Romance novel', 'Fiction', 'Horror'}","{'Adventure', 'Adult', 'Sci-Fi', 'Horror', 'Romance', 'Fantasy'}"
"Tempted (House of Night, #6)","{'Fantasy', 'Young adult literature', 'Paranormal romance'}","{'Romance', 'Adventure', 'Fantasy', 'Horror'}"
No Country for Old Men,"{'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Howl's Moving Castle (Howl's Moving Castle, #1)","{'Fantasy', 'Young adult literature', 'Speculative fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Dreamcatcher,"{'Speculative fiction', 'Suspense', 'Horror', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
Walden,"{""Children's literature"", 'Speculative fiction', 'Philosophy', 'Autobiography', 'Inspirational', 'Fiction', 'Nature'}","{'Adventure', 'Sci-Fi', 'Family', 'Biography', 'Fantasy', 'Documentary'}"
The Remains of the Day,"{'Fiction', 'Historical novel'}","{'Adventure', 'History', 'Sci-Fi', 'War', 'Fantasy'}"
"A is for Alibi (Kinsey Millhone, #1)","{'Suspense', 'Speculative fiction', 'Mystery', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
The Wind in the Willows,"{""Children's literature"", 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
A Room with a View,"{'Travel', 'Romance novel', 'Fiction', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy', 'Documentary'}"
Lock and Key,"{'Young adult literature', ""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Naked in Death (In Death, #1)",{},{}
The Chamber,"{""Children's literature"", 'Mystery', 'Novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"Xenocide (Ender's Saga, #3)","{'Fantasy', 'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Merchant of Venice,{},{}
"Shōgun (Asian Saga, #1)","{'Fiction', 'Historical fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"Lover Awakened (Black Dagger Brotherhood, #3)",{'Autobiographical novel'},{'Biography'}
Smile,"{'Graphic novel', 'Autobiography'}","{'Adult', 'Biography'}"
Animal Farm / 1984,"{""Children's literature"", 'Speculative fiction', 'Satire', 'Fiction', 'Roman à clef'}","{'Adventure', 'Sci-Fi', 'Biography', 'Comedy', 'Fantasy', 'Drama'}"
The Bonesetter's Daughter,"{""Children's literature"", 'Speculative fiction', 'Satire', 'Fiction', 'Roman à clef'}","{'Adventure', 'Sci-Fi', 'Biography', 'Comedy', 'Fantasy', 'Drama'}"
"Flowers in the Attic (Dollanganger, #1)","{'Young adult literature', 'Speculative fiction', 'Novel', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
Maniac Magee,"{'Young adult literature', ""Children's literature"", 'Philosophy', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Invisible Monsters,"{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Twelfth Night,{},{}
"Gathering Blue (The Giver, #2)","{""Children's literature"", 'Speculative fiction', 'Fiction', 'Young adult literature', 'Dystopia', 'Utopian and dystopian fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Westing Game,"{'Young adult literature', ""Children's literature"", 'Mystery', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"The Bean Trees (Greer Family, #1)","{'Travel', ""Children's literature"", 'Fiction'}","{'Documentary', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Jaws,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The History of Love,{},{}
Pippi Longstocking,"{""Children's literature""}","{'Adventure', 'Fantasy'}"
The Elegance of the Hedgehog,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Dead in the Family (Sookie Stackhouse, #10)","{'Fantasy', 'Fiction', 'Mystery', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
The Plague,"{'Existentialism', 'Absurdist fiction', 'Fiction', 'Novel'}","{'Mystery', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Reptile Room (A Series of Unfortunate Events, #2)","{'Mystery', 'Absurdist fiction', 'Novel', 'Steampunk', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
Brain on Fire: My Month of Madness,"{'Autobiographical novel', 'Fiction', 'Roman à clef'}","{'Biography', 'Adventure', 'Fantasy', 'Sci-Fi'}"
The Neverending Story,"{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,{'Science Fiction'},{'Sci-Fi'}
Eye of the Needle,"{'Fiction', 'Suspense'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
The Blind Assassin,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
House of Sand and Fog,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
As I Lay Dying,"{'Fiction', 'Novel', 'Black comedy'}","{'Comedy', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Harold and the Purple Crayon,"{""Children's literature""}","{'Adventure', 'Fantasy'}"
"Lover Eternal (Black Dagger Brotherhood, #2)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
Second Foundation (Foundation #3),"{'Fiction', 'Speculative fiction', 'Science Fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Fool Moon (The Dresden Files, #2)","{'Speculative fiction', 'Fantasy', 'Fiction', 'Science Fiction', 'Horror', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Crime', 'Fantasy'}"
"Guards! Guards! (Discworld, #8)","{'Speculative fiction', 'Comedy', 'Fantasy', 'Fiction', 'Science Fiction'}","{'Comedy', 'Adventure', 'Fantasy', 'Sci-Fi'}"
We Need to Talk About Kevin,"{'Fiction', 'Thriller'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Rendezvous with Rama (Rama, #1)","{'Speculative fiction', 'Science Fiction', 'Hard science fiction'}","{'Adult', 'Fantasy', 'Sci-Fi'}"
"The Queen of the Damned (The Vampire Chronicles, #3)","{'Speculative fiction', 'Fantasy', 'Supernatural', 'Fiction', 'Horror', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
The Age of Innocence,"{'Romance novel', 'Fiction', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
Year of Wonders,"{'Fiction', 'Historical novel', 'Historical fiction'}","{'Adventure', 'History', 'Sci-Fi', 'War', 'Fantasy'}"
"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)","{'Speculative fiction', 'Mystery', 'Suspense', 'Novel', 'Fiction', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Anthem,"{'Speculative fiction', 'Dystopia', 'Psychology', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Cloudy With a Chance of Meatballs,"{""Children's literature""}","{'Adventure', 'Fantasy'}"
"Vision in White (Bride Quartet, #1)",{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Tenth Circle,{},{}
